MSOA21CD,IMD Decile
E02002079,4
E02002080,3
E02002081,6
E02002082,1
E02002083,8
E02002084,2
E02002085,2
E02002086,1
E02002087,2
E02002088,1
E02002089,5
E02002090,6
E02002091,7
E02002092,5
E02002093,7
E02002094,9
E02002095,7
E02002096,8
E02002097,7
E02002098,8
E02002099,9
E02002101,6
E02002102,7
E02002103,9
E02002104,10
E02002105,9
E02002106,9
E02002107,10
E02002108,9
E02002109,8
E02002110,5
E02002111,2
E02002112,6
E02002113,3
E02002114,6
E02002115,3
E02002116,7
E02002117,4
E02002118,2
E02002119,5
E02002120,6
E02002121,1
E02002122,1
E02002123,4
E02002124,7
E02002125,3
E02002126,1
E02002127,1
E02002128,5
E02002129,5
E02002130,2
E02002131,9
E02002132,2
E02002133,3
E02002134,2
E02002135,2
E02002136,3
E02002137,10
E02002138,5
E02002139,1
E02002140,1
E02002141,9
E02002142,2
E02002143,1
E02002144,9
E02002145,2
E02002146,3
E02002147,2
E02002148,7
E02002149,4
E02002150,5
E02002151,3
E02002152,2
E02002153,3
E02002154,4
E02002155,1
E02002156,4
E02002157,7
E02002158,3
E02002159,2
E02002160,4
E02002161,1
E02002162,7
E02002163,2
E02002164,1
E02002165,2
E02002166,2
E02002167,7
E02002168,2
E02002169,7
E02002170,3
E02002171,2
E02002174,6
E02002175,1
E02002176,5
E02002177,2
E02002178,6
E02002179,7
E02002180,4
E02002181,2
E02002182,3
E02002183,10
E02002184,9
E02002185,9
E02002187,10
E02002188,7
E02002189,3
E02002190,1
E02002191,1
E02002192,9
E02002193,1
E02002194,4
E02002195,8
E02002196,6
E02002197,6
E02002198,6
E02002199,8
E02002200,6
E02002201,5
E02002202,2
E02002203,2
E02002204,7
E02002205,5
E02002206,4
E02002207,2
E02002208,2
E02002209,1
E02002210,3
E02002211,2
E02002212,2
E02002213,5
E02002214,4
E02002215,2
E02002216,1
E02002217,1
E02002218,2
E02002219,1
E02002220,1
E02002222,2
E02002223,1
E02002224,1
E02002225,4
E02002226,1
E02002227,1
E02002228,1
E02002229,4
E02002230,1
E02002231,3
E02002232,1
E02002233,1
E02002234,1
E02002235,1
E02002236,3
E02002237,3
E02002238,1
E02002239,3
E02002240,5
E02002241,3
E02002242,5
E02002243,3
E02002244,6
E02002245,2
E02002246,8
E02002247,5
E02002248,3
E02002249,2
E02002250,5
E02002251,1
E02002252,6
E02002253,1
E02002254,8
E02002255,1
E02002256,3
E02002257,1
E02002258,5
E02002259,5
E02002260,4
E02002261,4
E02002262,4
E02002263,4
E02002264,6
E02002265,4
E02002266,6
E02002267,5
E02002268,4
E02002269,7
E02002270,7
E02002271,8
E02002272,5
E02002273,6
E02002274,6
E02002275,4
E02002276,5
E02002277,3
E02002278,5
E02002279,3
E02002280,1
E02002281,2
E02002282,3
E02002283,3
E02002284,6
E02002285,6
E02002286,2
E02002287,2
E02002288,3
E02002289,2
E02002290,8
E02002291,7
E02002292,6
E02002293,1
E02002294,2
E02002295,2
E02002296,6
E02002297,6
E02002298,5
E02002299,1
E02002300,8
E02002301,2
E02002302,8
E02002303,6
E02002304,3
E02002305,2
E02002306,7
E02002307,4
E02002308,6
E02002309,2
E02002310,3
E02002311,5
E02002312,3
E02002313,1
E02002314,5
E02002315,3
E02002316,7
E02002317,3
E02002318,4
E02002319,5
E02002320,5
E02002321,8
E02002322,5
E02002323,7
E02002324,7
E02002325,7
E02002326,9
E02002327,7
E02002328,8
E02002329,8
E02002330,10
E02002331,6
E02002332,8
E02002333,7
E02002334,8
E02002335,10
E02002336,9
E02002337,10
E02002338,8
E02002339,3
E02002340,7
E02002341,10
E02002342,9
E02002343,9
E02002344,8
E02002345,10
E02002346,5
E02002347,4
E02002348,4
E02002349,9
E02002350,9
E02002351,9
E02002352,8
E02002353,9
E02002354,7
E02002356,8
E02002357,7
E02002358,3
E02002359,8
E02002360,7
E02002361,7
E02002362,3
E02002363,8
E02002364,1
E02002366,6
E02002367,2
E02002368,9
E02002369,2
E02002370,2
E02002371,3
E02002373,7
E02002374,4
E02002375,2
E02002376,1
E02002377,1
E02002379,1
E02002380,5
E02002381,5
E02002382,1
E02002383,4
E02002384,3
E02002385,3
E02002386,8
E02002387,2
E02002388,3
E02002389,2
E02002390,4
E02002391,7
E02002392,6
E02002393,2
E02002394,1
E02002395,6
E02002396,3
E02002397,5
E02002398,7
E02002399,1
E02002400,1
E02002401,1
E02002402,10
E02002403,7
E02002404,3
E02002405,7
E02002406,10
E02002407,1
E02002408,4
E02002409,4
E02002410,4
E02002411,2
E02002412,7
E02002414,2
E02002415,1
E02002416,6
E02002417,6
E02002418,6
E02002419,2
E02002420,3
E02002421,1
E02002422,8
E02002423,2
E02002424,7
E02002425,7
E02002426,7
E02002427,6
E02002428,5
E02002429,7
E02002430,1
E02002431,5
E02002432,6
E02002433,4
E02002434,6
E02002435,7
E02002436,4
E02002437,9
E02002438,2
E02002439,3
E02002440,4
E02002441,3
E02002442,6
E02002443,7
E02002444,5
E02002445,7
E02002446,6
E02002447,3
E02002448,2
E02002449,6
E02002450,5
E02002451,7
E02002452,2
E02002453,3
E02002454,1
E02002455,2
E02002456,5
E02002457,2
E02002458,7
E02002459,4
E02002460,7
E02002461,5
E02002462,5
E02002463,2
E02002464,3
E02002465,4
E02002466,5
E02002467,2
E02002468,6
E02002469,7
E02002470,9
E02002471,7
E02002472,7
E02002473,7
E02002474,4
E02002475,8
E02002476,2
E02002477,2
E02002478,4
E02002479,2
E02002480,2
E02002481,4
E02002482,2
E02002483,6
E02002484,1
E02002485,1
E02002489,1
E02002490,1
E02002491,2
E02002492,3
E02002493,7
E02002494,1
E02002496,1
E02002497,1
E02002498,1
E02002499,1
E02002500,2
E02002501,2
E02002502,1
E02002503,2
E02002504,4
E02002505,1
E02002506,1
E02002507,6
E02002508,6
E02002509,3
E02002510,8
E02002512,9
E02002513,4
E02002514,6
E02002515,2
E02002516,3
E02002517,5
E02002518,7
E02002519,3
E02002520,7
E02002521,5
E02002523,1
E02002524,4
E02002525,3
E02002526,5
E02002527,1
E02002529,5
E02002530,2
E02002532,3
E02002533,8
E02002534,8
E02002535,8
E02002536,4
E02002537,1
E02002538,3
E02002539,8
E02002540,8
E02002541,4
E02002542,2
E02002543,2
E02002544,2
E02002545,7
E02002546,1
E02002547,7
E02002549,8
E02002550,5
E02002551,2
E02002552,3
E02002553,4
E02002554,2
E02002555,9
E02002556,9
E02002558,8
E02002559,7
E02002560,6
E02002561,7
E02002562,2
E02002563,4
E02002564,4
E02002567,3
E02002568,8
E02002569,10
E02002570,2
E02002571,3
E02002572,3
E02002573,6
E02002574,9
E02002575,9
E02002576,4
E02002577,2
E02002578,5
E02002579,2
E02002580,1
E02002581,4
E02002582,9
E02002583,1
E02002584,4
E02002585,3
E02002586,1
E02002587,3
E02002588,1
E02002589,9
E02002590,8
E02002591,7
E02002592,5
E02002593,6
E02002594,4
E02002595,2
E02002596,7
E02002597,3
E02002598,9
E02002599,8
E02002600,4
E02002601,8
E02002602,2
E02002603,9
E02002604,9
E02002605,6
E02002606,3
E02002607,3
E02002608,9
E02002609,3
E02002610,9
E02002611,10
E02002612,9
E02002613,9
E02002614,10
E02002615,4
E02002616,6
E02002617,1
E02002618,2
E02002619,1
E02002620,1
E02002621,1
E02002622,1
E02002623,1
E02002624,8
E02002625,3
E02002626,3
E02002627,7
E02002628,3
E02002629,2
E02002630,2
E02002631,6
E02002632,7
E02002633,5
E02002634,4
E02002635,4
E02002636,4
E02002637,4
E02002638,1
E02002639,1
E02002640,1
E02002641,4
E02002642,1
E02002643,2
E02002644,4
E02002645,1
E02002646,2
E02002647,1
E02002648,2
E02002649,2
E02002650,4
E02002651,4
E02002653,1
E02002654,1
E02002655,1
E02002656,7
E02002657,5
E02002658,6
E02002659,1
E02002660,2
E02002661,2
E02002662,3
E02002663,7
E02002664,8
E02002665,7
E02002666,2
E02002667,4
E02002668,1
E02002669,4
E02002670,3
E02002671,2
E02002672,1
E02002673,3
E02002674,5
E02002675,1
E02002676,3
E02002677,5
E02002678,3
E02002679,5
E02002680,2
E02002681,1
E02002682,2
E02002684,6
E02002685,6
E02002686,1
E02002687,1
E02002688,2
E02002689,4
E02002691,7
E02002692,9
E02002693,5
E02002694,7
E02002695,5
E02002696,7
E02002697,8
E02002698,8
E02002699,10
E02002700,3
E02002701,7
E02002702,7
E02002703,9
E02002704,6
E02002705,7
E02002706,8
E02002707,9
E02002708,7
E02002709,7
E02002710,8
E02002711,10
E02002712,7
E02002714,6
E02002715,10
E02002716,7
E02002717,7
E02002718,10
E02002719,8
E02002720,9
E02002721,6
E02002722,3
E02002723,5
E02002724,2
E02002725,8
E02002726,4
E02002727,1
E02002728,1
E02002729,5
E02002730,1
E02002731,1
E02002732,8
E02002733,3
E02002734,4
E02002736,1
E02002737,5
E02002738,6
E02002739,4
E02002740,3
E02002741,5
E02002743,4
E02002744,1
E02002745,8
E02002746,8
E02002747,9
E02002748,7
E02002749,6
E02002750,6
E02002751,5
E02002752,4
E02002753,5
E02002754,4
E02002755,3
E02002756,1
E02002757,6
E02002758,3
E02002759,5
E02002760,6
E02002761,6
E02002762,4
E02002763,3
E02002764,2
E02002765,3
E02002766,7
E02002767,9
E02002768,7
E02002769,7
E02002770,6
E02002771,6
E02002772,10
E02002773,9
E02002774,10
E02002775,6
E02002776,8
E02002777,9
E02002778,9
E02002779,8
E02002780,5
E02002781,7
E02002782,9
E02002783,8
E02002784,5
E02002785,9
E02002786,6
E02002787,6
E02002788,8
E02002789,3
E02002790,8
E02002791,9
E02002792,10
E02002793,8
E02002794,8
E02002795,9
E02002796,10
E02002797,10
E02002798,9
E02002799,3
E02002800,8
E02002801,5
E02002802,2
E02002803,3
E02002804,3
E02002805,8
E02002806,3
E02002807,5
E02002808,2
E02002809,5
E02002810,9
E02002811,1
E02002812,6
E02002813,1
E02002814,8
E02002815,2
E02002816,8
E02002817,8
E02002818,2
E02002819,3
E02002820,3
E02002821,1
E02002822,5
E02002823,4
E02002824,3
E02002825,7
E02002826,7
E02002827,4
E02002828,5
E02002829,1
E02002830,3
E02002831,3
E02002832,2
E02002833,3
E02002834,4
E02002836,2
E02002837,2
E02002838,1
E02002839,4
E02002842,2
E02002843,2
E02002844,1
E02002845,2
E02002846,6
E02002847,3
E02002848,1
E02002849,2
E02002851,6
E02002852,1
E02002853,3
E02002854,2
E02002855,4
E02002856,5
E02002857,2
E02002858,8
E02002860,4
E02002861,1
E02002862,1
E02002863,7
E02002864,8
E02002865,7
E02002866,8
E02002867,7
E02002868,6
E02002869,1
E02002871,2
E02002872,2
E02002873,2
E02002874,2
E02002875,2
E02002876,3
E02002877,4
E02002878,1
E02002879,4
E02002880,1
E02002881,2
E02002882,4
E02002883,3
E02002884,2
E02002885,1
E02002886,4
E02002887,2
E02002888,2
E02002889,4
E02002890,3
E02002891,4
E02002892,2
E02002893,3
E02002895,8
E02002896,2
E02002897,9
E02002898,6
E02002901,8
E02002902,3
E02002903,3
E02002904,2
E02002905,5
E02002906,4
E02002907,4
E02002908,5
E02002909,4
E02002910,4
E02002911,6
E02002912,7
E02002913,7
E02002914,6
E02002915,8
E02002916,3
E02002917,6
E02002918,9
E02002919,4
E02002920,7
E02002921,2
E02002922,6
E02002923,6
E02002924,4
E02002925,5
E02002926,7
E02002927,6
E02002928,8
E02002929,8
E02002930,7
E02002931,7
E02002932,3
E02002933,7
E02002934,6
E02002935,4
E02002936,5
E02002937,7
E02002938,3
E02002939,4
E02002940,5
E02002941,4
E02002942,7
E02002944,2
E02002945,3
E02002946,4
E02002947,4
E02002948,1
E02002949,2
E02002950,2
E02002951,4
E02002952,4
E02002953,4
E02002954,3
E02002955,2
E02002956,3
E02002957,7
E02002958,4
E02002959,1
E02002960,6
E02002961,2
E02002962,1
E02002963,2
E02002964,4
E02002965,1
E02002966,2
E02002967,1
E02002968,5
E02002969,2
E02002970,2
E02002973,4
E02002974,5
E02002975,7
E02002976,5
E02002977,2
E02002978,2
E02002979,1
E02002980,8
E02002981,4
E02002982,4
E02002983,8
E02002984,9
E02002985,7
E02002986,6
E02002987,9
E02002988,8
E02002989,8
E02002990,8
E02002991,5
E02002992,9
E02002993,7
E02002994,9
E02002995,2
E02002996,9
E02002997,8
E02002998,7
E02002999,6
E02003000,8
E02003001,9
E02003002,8
E02003003,7
E02003004,7
E02003005,8
E02003006,7
E02003007,7
E02003008,5
E02003009,7
E02003010,7
E02003011,7
E02003012,3
E02003013,3
E02003014,2
E02003015,6
E02003016,3
E02003017,9
E02003018,5
E02003019,3
E02003020,10
E02003021,8
E02003022,10
E02003023,5
E02003024,5
E02003025,3
E02003026,9
E02003027,8
E02003028,9
E02003029,4
E02003030,4
E02003031,9
E02003032,4
E02003033,9
E02003036,5
E02003037,9
E02003038,4
E02003039,4
E02003040,4
E02003041,9
E02003044,7
E02003045,7
E02003046,6
E02003047,7
E02003048,6
E02003049,4
E02003050,3
E02003051,5
E02003052,6
E02003053,6
E02003054,6
E02003055,2
E02003056,2
E02003057,7
E02003058,4
E02003059,5
E02003060,5
E02003061,2
E02003062,1
E02003063,7
E02003064,1
E02003065,8
E02003066,10
E02003067,9
E02003068,7
E02003069,9
E02003070,9
E02003071,7
E02003072,7
E02003073,10
E02003074,8
E02003075,9
E02003076,8
E02003077,8
E02003078,7
E02003079,8
E02003080,5
E02003081,8
E02003082,4
E02003084,2
E02003085,1
E02003086,4
E02003087,6
E02003088,8
E02003089,5
E02003090,8
E02003091,7
E02003092,7
E02003093,8
E02003094,6
E02003095,6
E02003096,7
E02003097,8
E02003098,10
E02003099,7
E02003101,9
E02003102,9
E02003103,7
E02003104,8
E02003105,8
E02003107,6
E02003108,6
E02003109,10
E02003110,10
E02003111,8
E02003112,6
E02003113,6
E02003114,7
E02003115,5
E02003116,4
E02003117,6
E02003118,8
E02003119,7
E02003120,8
E02003121,10
E02003122,9
E02003123,3
E02003124,3
E02003125,3
E02003126,7
E02003127,4
E02003128,3
E02003129,7
E02003130,3
E02003131,5
E02003132,6
E02003133,7
E02003134,2
E02003135,2
E02003136,9
E02003137,9
E02003138,7
E02003139,8
E02003140,8
E02003141,3
E02003142,3
E02003143,6
E02003144,4
E02003145,4
E02003146,4
E02003147,2
E02003148,2
E02003149,2
E02003151,9
E02003152,7
E02003153,9
E02003154,3
E02003155,4
E02003156,4
E02003157,2
E02003158,4
E02003159,3
E02003161,1
E02003163,4
E02003164,7
E02003165,5
E02003166,4
E02003167,2
E02003168,5
E02003169,7
E02003170,4
E02003171,4
E02003172,4
E02003173,4
E02003174,7
E02003175,7
E02003176,1
E02003177,8
E02003178,5
E02003179,3
E02003180,5
E02003181,8
E02003182,9
E02003183,8
E02003184,5
E02003185,7
E02003186,4
E02003187,5
E02003188,5
E02003189,7
E02003190,2
E02003191,9
E02003192,2
E02003194,9
E02003195,5
E02003196,10
E02003197,7
E02003198,8
E02003199,6
E02003200,4
E02003201,5
E02003202,7
E02003203,7
E02003204,7
E02003205,8
E02003206,8
E02003207,5
E02003208,3
E02003209,6
E02003210,8
E02003211,8
E02003212,7
E02003214,2
E02003215,9
E02003216,6
E02003217,5
E02003218,3
E02003219,8
E02003220,7
E02003221,4
E02003222,8
E02003223,7
E02003224,9
E02003225,8
E02003226,4
E02003227,1
E02003228,6
E02003229,8
E02003230,4
E02003231,2
E02003232,8
E02003233,7
E02003234,3
E02003235,8
E02003236,7
E02003237,8
E02003238,6
E02003239,6
E02003240,7
E02003241,5
E02003242,8
E02003243,2
E02003244,2
E02003245,1
E02003246,1
E02003247,3
E02003248,2
E02003249,2
E02003250,2
E02003251,7
E02003252,4
E02003253,4
E02003254,8
E02003255,5
E02003257,2
E02003258,8
E02003259,5
E02003260,2
E02003261,5
E02003262,4
E02003263,3
E02003264,7
E02003265,7
E02003266,3
E02003267,3
E02003268,3
E02003269,5
E02003270,5
E02003271,7
E02003272,2
E02003273,5
E02003274,1
E02003276,2
E02003277,2
E02003278,3
E02003279,7
E02003280,7
E02003281,8
E02003282,6
E02003283,6
E02003284,4
E02003285,4
E02003286,10
E02003287,6
E02003288,2
E02003289,8
E02003290,6
E02003291,4
E02003292,2
E02003293,2
E02003294,8
E02003295,6
E02003296,7
E02003297,6
E02003298,6
E02003299,7
E02003300,6
E02003301,4
E02003302,3
E02003303,5
E02003304,5
E02003305,8
E02003307,4
E02003308,4
E02003309,7
E02003311,3
E02003312,3
E02003313,3
E02003314,3
E02003315,6
E02003316,5
E02003317,7
E02003318,8
E02003319,3
E02003320,5
E02003321,3
E02003322,3
E02003323,3
E02003324,4
E02003325,1
E02003326,3
E02003327,5
E02003328,1
E02003329,3
E02003330,5
E02003331,4
E02003332,5
E02003333,1
E02003334,4
E02003335,2
E02003336,8
E02003337,5
E02003338,4
E02003339,7
E02003340,3
E02003341,7
E02003342,7
E02003343,9
E02003344,5
E02003345,8
E02003346,7
E02003347,7
E02003348,9
E02003349,7
E02003350,6
E02003351,6
E02003352,9
E02003353,9
E02003354,9
E02003355,4
E02003356,10
E02003357,6
E02003358,6
E02003359,7
E02003360,7
E02003361,6
E02003362,7
E02003363,10
E02003364,8
E02003365,10
E02003366,9
E02003367,7
E02003368,6
E02003369,9
E02003370,9
E02003371,10
E02003372,9
E02003373,8
E02003374,7
E02003375,7
E02003376,7
E02003377,7
E02003378,7
E02003379,7
E02003380,8
E02003381,8
E02003382,6
E02003383,9
E02003384,7
E02003385,6
E02003386,6
E02003387,9
E02003388,8
E02003389,9
E02003390,10
E02003391,10
E02003392,7
E02003393,9
E02003394,4
E02003395,4
E02003396,5
E02003397,5
E02003398,5
E02003400,7
E02003401,5
E02003402,6
E02003403,5
E02003404,6
E02003405,4
E02003406,4
E02003407,3
E02003408,4
E02003409,6
E02003410,4
E02003411,4
E02003412,6
E02003414,4
E02003415,3
E02003416,7
E02003417,3
E02003418,5
E02003419,5
E02003420,5
E02003421,9
E02003422,8
E02003423,7
E02003424,10
E02003425,6
E02003426,10
E02003427,7
E02003428,9
E02003429,9
E02003430,8
E02003431,6
E02003432,8
E02003433,8
E02003434,7
E02003435,10
E02003436,8
E02003437,9
E02003438,9
E02003439,8
E02003440,10
E02003441,10
E02003442,10
E02003443,7
E02003444,8
E02003445,10
E02003446,10
E02003447,9
E02003448,9
E02003449,10
E02003450,9
E02003451,7
E02003452,10
E02003453,10
E02003454,10
E02003455,9
E02003456,7
E02003457,10
E02003458,8
E02003459,8
E02003460,6
E02003461,7
E02003462,8
E02003463,6
E02003464,3
E02003465,8
E02003466,4
E02003467,3
E02003468,6
E02003469,7
E02003470,2
E02003471,5
E02003472,3
E02003473,8
E02003474,7
E02003476,2
E02003478,8
E02003479,4
E02003480,7
E02003481,3
E02003482,7
E02003483,8
E02003484,6
E02003485,5
E02003486,8
E02003487,5
E02003488,4
E02003489,6
E02003490,4
E02003491,7
E02003492,5
E02003493,8
E02003494,9
E02003495,5
E02003496,5
E02003497,10
E02003498,2
E02003499,2
E02003500,9
E02003501,9
E02003502,4
E02003503,7
E02003504,7
E02003505,6
E02003506,7
E02003507,6
E02003508,7
E02003509,3
E02003510,7
E02003511,5
E02003512,6
E02003513,7
E02003514,6
E02003515,1
E02003516,5
E02003517,2
E02003518,5
E02003519,4
E02003520,3
E02003521,5
E02003522,5
E02003523,8
E02003524,1
E02003525,2
E02003526,9
E02003527,5
E02003529,7
E02003530,5
E02003531,7
E02003532,5
E02003533,2
E02003534,5
E02003535,4
E02003536,1
E02003537,5
E02003538,3
E02003540,5
E02003541,2
E02003542,6
E02003543,4
E02003544,5
E02003545,4
E02003546,6
E02003547,6
E02003548,5
E02003549,8
E02003550,5
E02003551,4
E02003552,2
E02003553,4
E02003554,7
E02003555,3
E02003556,6
E02003557,9
E02003558,3
E02003559,8
E02003560,1
E02003561,3
E02003562,5
E02003563,5
E02003564,5
E02003565,4
E02003566,4
E02003567,5
E02003568,6
E02003569,4
E02003570,2
E02003571,4
E02003572,6
E02003573,2
E02003574,6
E02003575,1
E02003576,4
E02003578,5
E02003579,5
E02003580,2
E02003581,5
E02003582,7
E02003583,5
E02003584,2
E02003585,7
E02003586,4
E02003587,2
E02003588,4
E02003589,3
E02003590,7
E02003591,5
E02003592,4
E02003593,4
E02003594,3
E02003595,5
E02003596,3
E02003597,3
E02003598,3
E02003599,8
E02003600,6
E02003601,6
E02003602,5
E02003603,5
E02003604,8
E02003605,8
E02003606,7
E02003607,7
E02003608,6
E02003609,7
E02003610,10
E02003611,9
E02003612,8
E02003613,7
E02003614,9
E02003615,8
E02003616,6
E02003617,6
E02003618,7
E02003619,6
E02003620,7
E02003621,9
E02003622,4
E02003623,9
E02003624,6
E02003625,3
E02003626,6
E02003627,2
E02003628,3
E02003629,3
E02003630,3
E02003631,4
E02003632,5
E02003633,6
E02003635,7
E02003636,8
E02003637,6
E02003638,9
E02003639,5
E02003640,8
E02003641,10
E02003642,4
E02003643,8
E02003644,5
E02003645,8
E02003646,6
E02003647,4
E02003648,5
E02003649,9
E02003650,6
E02003651,6
E02003652,7
E02003653,6
E02003654,7
E02003655,7
E02003656,7
E02003657,8
E02003658,8
E02003659,6
E02003660,7
E02003661,7
E02003662,7
E02003663,6
E02003664,4
E02003665,7
E02003666,4
E02003667,8
E02003668,10
E02003669,3
E02003670,9
E02003671,5
E02003672,8
E02003673,9
E02003674,8
E02003675,9
E02003676,7
E02003677,5
E02003678,8
E02003679,6
E02003680,9
E02003681,10
E02003682,9
E02003683,9
E02003685,9
E02003686,9
E02003687,9
E02003688,9
E02003689,10
E02003690,6
E02003691,8
E02003692,7
E02003693,9
E02003694,7
E02003695,7
E02003696,8
E02003697,8
E02003698,9
E02003699,6
E02003701,7
E02003702,7
E02003703,8
E02003704,10
E02003705,5
E02003706,6
E02003707,5
E02003708,3
E02003709,4
E02003710,6
E02003711,6
E02003712,6
E02003713,9
E02003714,8
E02003715,9
E02003716,9
E02003717,9
E02003718,9
E02003719,4
E02003720,6
E02003721,5
E02003722,8
E02003723,10
E02003724,8
E02003725,8
E02003726,7
E02003727,8
E02003728,9
E02003729,8
E02003731,9
E02003732,6
E02003733,7
E02003734,9
E02003735,8
E02003736,6
E02003737,6
E02003738,7
E02003739,9
E02003740,8
E02003742,3
E02003743,2
E02003744,3
E02003745,3
E02003746,4
E02003747,5
E02003748,3
E02003749,5
E02003750,4
E02003751,5
E02003752,6
E02003753,7
E02003754,7
E02003755,5
E02003756,7
E02003757,7
E02003758,7
E02003759,8
E02003760,4
E02003761,7
E02003762,8
E02003763,8
E02003764,7
E02003765,7
E02003766,7
E02003767,8
E02003768,9
E02003769,8
E02003770,8
E02003771,6
E02003772,10
E02003773,7
E02003774,8
E02003775,8
E02003776,7
E02003777,8
E02003778,7
E02003780,9
E02003781,8
E02003784,9
E02003785,8
E02003786,9
E02003787,7
E02003788,9
E02003789,8
E02003790,8
E02003791,8
E02003792,8
E02003793,6
E02003794,5
E02003795,7
E02003796,6
E02003797,10
E02003798,2
E02003799,2
E02003800,9
E02003801,8
E02003802,5
E02003803,5
E02003804,7
E02003805,9
E02003806,10
E02003807,9
E02003808,5
E02003809,7
E02003810,7
E02003811,8
E02003812,9
E02003813,7
E02003814,6
E02003815,4
E02003816,5
E02003817,9
E02003818,10
E02003819,8
E02003820,9
E02003821,5
E02003822,7
E02003823,8
E02003824,9
E02003825,8
E02003826,4
E02003827,2
E02003828,3
E02003829,5
E02003830,2
E02003831,8
E02003832,3
E02003833,6
E02003834,4
E02003835,10
E02003836,5
E02003838,8
E02003839,6
E02003840,6
E02003841,6
E02003842,8
E02003843,4
E02003844,8
E02003845,3
E02003846,3
E02003847,9
E02003848,3
E02003849,2
E02003850,7
E02003851,9
E02003852,9
E02003853,9
E02003854,9
E02003855,10
E02003856,6
E02003857,8
E02003858,10
E02003859,6
E02003860,10
E02003861,7
E02003862,9
E02003863,9
E02003864,9
E02003865,8
E02003866,10
E02003867,7
E02003868,5
E02003869,9
E02003870,4
E02003871,5
E02003872,8
E02003873,3
E02003874,7
E02003875,7
E02003876,6
E02003877,9
E02003878,7
E02003879,3
E02003880,6
E02003881,5
E02003882,4
E02003883,10
E02003884,8
E02003885,8
E02003886,4
E02003887,6
E02003888,2
E02003889,3
E02003890,5
E02003891,8
E02003892,4
E02003893,4
E02003894,4
E02003895,4
E02003896,2
E02003897,8
E02003898,4
E02003899,5
E02003900,6
E02003901,3
E02003902,4
E02003903,5
E02003904,5
E02003905,5
E02003906,5
E02003907,5
E02003908,6
E02003909,6
E02003910,6
E02003911,6
E02003912,5
E02003913,6
E02003914,6
E02003915,4
E02003916,8
E02003917,8
E02003918,5
E02003919,3
E02003920,5
E02003921,4
E02003922,3
E02003923,4
E02003924,3
E02003925,4
E02003926,5
E02003927,7
E02003928,6
E02003929,4
E02003930,3
E02003931,5
E02003932,4
E02003933,4
E02003934,4
E02003935,4
E02003936,4
E02003937,5
E02003938,5
E02003939,5
E02003940,4
E02003941,5
E02003942,3
E02003943,4
E02003944,5
E02003945,6
E02003946,4
E02003947,4
E02003948,4
E02003949,2
E02003950,3
E02003951,4
E02003952,5
E02003953,4
E02003954,4
E02003955,5
E02003956,2
E02003957,4
E02003958,4
E02003959,5
E02003960,6
E02003961,5
E02003962,4
E02003963,3
E02003964,5
E02003965,4
E02003966,5
E02003967,4
E02003968,4
E02003969,2
E02003970,7
E02003971,7
E02003972,3
E02003973,2
E02003974,4
E02003975,7
E02003976,7
E02003977,6
E02003978,6
E02003979,9
E02003980,1
E02003981,6
E02003982,7
E02003983,2
E02003984,1
E02003985,4
E02003986,3
E02003987,4
E02003988,4
E02003989,8
E02003990,9
E02003991,8
E02003992,3
E02003993,7
E02003994,3
E02003995,3
E02003996,3
E02003997,2
E02003998,3
E02003999,8
E02004000,4
E02004001,3
E02004002,7
E02004003,4
E02004004,3
E02004005,4
E02004006,7
E02004007,4
E02004008,5
E02004009,6
E02004010,4
E02004011,8
E02004012,6
E02004013,5
E02004014,5
E02004015,7
E02004016,7
E02004017,7
E02004018,6
E02004019,7
E02004020,9
E02004021,5
E02004022,6
E02004023,7
E02004024,8
E02004025,8
E02004026,6
E02004027,8
E02004028,8
E02004029,3
E02004030,7
E02004031,2
E02004032,8
E02004033,4
E02004034,5
E02004035,7
E02004036,5
E02004037,9
E02004038,5
E02004039,8
E02004040,6
E02004041,5
E02004043,6
E02004044,9
E02004045,6
E02004046,4
E02004047,2
E02004048,3
E02004049,5
E02004050,4
E02004051,3
E02004052,5
E02004053,4
E02004054,6
E02004055,3
E02004056,2
E02004057,3
E02004058,3
E02004059,6
E02004060,3
E02004061,4
E02004062,5
E02004063,7
E02004064,3
E02004065,10
E02004066,6
E02004067,2
E02004068,7
E02004069,8
E02004072,8
E02004073,5
E02004074,6
E02004075,7
E02004076,8
E02004077,7
E02004078,1
E02004080,2
E02004081,7
E02004082,9
E02004083,5
E02004084,3
E02004085,6
E02004086,8
E02004087,5
E02004088,10
E02004089,2
E02004090,7
E02004091,7
E02004092,6
E02004093,6
E02004094,4
E02004095,5
E02004096,9
E02004097,7
E02004098,5
E02004100,7
E02004102,5
E02004103,4
E02004104,7
E02004105,6
E02004106,9
E02004108,6
E02004109,9
E02004110,10
E02004111,5
E02004112,8
E02004113,2
E02004114,8
E02004115,6
E02004116,3
E02004117,5
E02004118,7
E02004119,9
E02004120,8
E02004121,8
E02004122,9
E02004123,8
E02004124,5
E02004125,4
E02004126,3
E02004128,6
E02004129,5
E02004130,5
E02004131,7
E02004132,6
E02004133,5
E02004135,7
E02004136,8
E02004137,6
E02004138,7
E02004139,7
E02004140,8
E02004141,6
E02004142,8
E02004143,7
E02004144,8
E02004145,9
E02004146,5
E02004147,3
E02004148,6
E02004149,10
E02004150,5
E02004151,6
E02004152,6
E02004153,5
E02004154,8
E02004155,5
E02004156,4
