MSOA21CD,IMD Decile
E02004157,8
E02004158,5
E02004159,9
E02004160,7
E02004161,4
E02004162,7
E02004163,6
E02004164,5
E02004165,8
E02004166,6
E02004167,3
E02004168,3
E02004169,6
E02004170,6
E02004171,6
E02004172,4
E02004173,5
E02004174,6
E02004175,3
E02004176,4
E02004177,3
E02004178,7
E02004179,7
E02004180,5
E02004181,5
E02004182,1
E02004183,5
E02004184,4
E02004185,6
E02004186,5
E02004187,4
E02004188,4
E02004189,6
E02004190,5
E02004191,5
E02004192,6
E02004193,7
E02004194,5
E02004195,6
E02004196,6
E02004197,7
E02004198,6
E02004199,5
E02004200,6
E02004201,5
E02004202,6
E02004203,5
E02004204,6
E02004205,5
E02004206,5
E02004207,5
E02004208,8
E02004209,6
E02004210,2
E02004211,8
E02004212,6
E02004213,7
E02004214,3
E02004215,5
E02004216,6
E02004217,5
E02004218,6
E02004219,7
E02004220,5
E02004221,6
E02004222,3
E02004223,4
E02004224,4
E02004225,4
E02004226,4
E02004227,4
E02004228,4
E02004229,4
E02004230,4
E02004231,5
E02004232,4
E02004233,6
E02004234,6
E02004235,6
E02004236,6
E02004237,8
E02004238,8
E02004239,9
E02004240,3
E02004241,7
E02004242,9
E02004243,5
E02004244,9
E02004245,7
E02004246,8
E02004247,6
E02004248,6
E02004249,9
E02004250,8
E02004251,8
E02004252,6
E02004253,9
E02004254,9
E02004255,5
E02004256,7
E02004257,5
E02004258,6
E02004259,6
E02004260,7
E02004261,5
E02004262,5
E02004263,6
E02004264,7
E02004265,6
E02004266,5
E02004267,6
E02004268,6
E02004269,7
E02004270,6
E02004271,5
E02004272,6
E02004273,6
E02004274,5
E02004275,6
E02004276,7
E02004278,7
E02004279,6
E02004280,5
E02004281,5
E02004282,8
E02004283,6
E02004284,2
E02004285,4
E02004286,6
E02004287,5
E02004288,3
E02004289,4
E02004290,7
E02004291,4
E02004292,8
E02004293,2
E02004294,8
E02004295,5
E02004296,3
E02004297,6
E02004298,6
E02004299,3
E02004300,2
E02004301,2
E02004302,2
E02004303,4
E02004304,3
E02004305,4
E02004306,6
E02004307,4
E02004308,9
E02004309,7
E02004310,5
E02004311,4
E02004312,8
E02004313,3
E02004314,8
E02004315,9
E02004316,3
E02004317,4
E02004318,6
E02004319,5
E02004320,7
E02004321,2
E02004322,1
E02004323,4
E02004324,4
E02004325,1
E02004326,2
E02004327,1
E02004328,2
E02004329,3
E02004330,2
E02004331,2
E02004332,3
E02004333,6
E02004334,3
E02004335,3
E02004336,2
E02004337,4
E02004338,2
E02004339,8
E02004340,1
E02004341,6
E02004342,1
E02004343,3
E02004344,3
E02004345,4
E02004348,4
E02004349,3
E02004350,4
E02004351,2
E02004352,2
E02004353,4
E02004354,4
E02004355,1
E02004356,3
E02004357,4
E02004358,4
E02004359,4
E02004361,7
E02004362,5
E02004363,6
E02004364,6
E02004365,2
E02004366,4
E02004367,8
E02004368,5
E02004369,6
E02004370,1
E02004371,3
E02004372,1
E02004373,4
E02004374,3
E02004375,3
E02004376,1
E02004377,4
E02004378,1
E02004379,7
E02004380,8
E02004381,7
E02004382,6
E02004383,7
E02004384,6
E02004385,5
E02004386,4
E02004387,2
E02004388,4
E02004389,9
E02004390,7
E02004391,5
E02004392,5
E02004393,5
E02004394,5
E02004395,4
E02004396,5
E02004397,4
E02004398,3
E02004399,5
E02004400,7
E02004401,7
E02004402,2
E02004403,7
E02004404,8
E02004405,9
E02004406,8
E02004407,8
E02004408,8
E02004409,7
E02004410,8
E02004411,9
E02004412,8
E02004413,7
E02004414,8
E02004415,6
E02004416,6
E02004417,6
E02004418,7
E02004419,4
E02004420,7
E02004421,6
E02004422,6
E02004423,8
E02004424,10
E02004425,8
E02004426,9
E02004427,10
E02004428,7
E02004429,8
E02004430,9
E02004431,6
E02004432,7
E02004433,5
E02004434,3
E02004435,3
E02004436,1
E02004437,5
E02004438,2
E02004439,2
E02004440,4
E02004441,3
E02004442,1
E02004443,6
E02004444,8
E02004445,3
E02004446,6
E02004447,6
E02004448,7
E02004449,4
E02004450,6
E02004451,7
E02004452,7
E02004453,4
E02004454,4
E02004455,8
E02004456,5
E02004457,5
E02004458,8
E02004459,7
E02004460,5
E02004461,3
E02004462,6
E02004463,6
E02004464,7
E02004465,8
E02004466,6
E02004467,6
E02004468,10
E02004469,8
E02004470,7
E02004471,6
E02004472,9
E02004473,7
E02004474,8
E02004475,8
E02004476,9
E02004477,9
E02004478,5
E02004479,7
E02004480,5
E02004481,4
E02004482,2
E02004483,4
E02004484,4
E02004485,6
E02004486,8
E02004487,6
E02004488,8
E02004489,8
E02004490,4
E02004491,9
E02004492,7
E02004493,7
E02004495,7
E02004496,9
E02004497,9
E02004498,6
E02004499,9
E02004500,7
E02004501,8
E02004502,7
E02004503,7
E02004504,7
E02004505,6
E02004506,7
E02004507,6
E02004508,8
E02004512,4
E02004513,3
E02004514,8
E02004515,7
E02004516,4
E02004517,7
E02004518,8
E02004519,9
E02004520,5
E02004521,4
E02004522,9
E02004523,4
E02004524,7
E02004525,7
E02004526,7
E02004527,8
E02004528,6
E02004529,5
E02004530,6
E02004531,7
E02004532,9
E02004533,5
E02004534,5
E02004535,4
E02004536,7
E02004537,4
E02004538,8
E02004539,7
E02004540,9
E02004541,9
E02004542,8
E02004543,7
E02004544,7
E02004545,3
E02004546,4
E02004547,4
E02004548,8
E02004549,4
E02004550,1
E02004551,4
E02004552,6
E02004553,4
E02004554,5
E02004555,6
E02004556,7
E02004557,7
E02004558,6
E02004559,8
E02004560,4
E02004561,6
E02004562,7
E02004563,7
E02004564,8
E02004566,3
E02004567,10
E02004568,7
E02004569,6
E02004570,8
E02004571,10
E02004572,6
E02004573,1
E02004574,2
E02004575,6
E02004576,4
E02004577,6
E02004578,3
E02004579,4
E02004580,5
E02004581,6
E02004582,3
E02004583,4
E02004584,5
E02004585,2
E02004586,2
E02004587,2
E02004588,1
E02004589,3
E02004590,2
E02004591,9
E02004592,8
E02004593,8
E02004594,7
E02004595,9
E02004596,7
E02004597,8
E02004598,8
E02004599,7
E02004600,6
E02004601,10
E02004602,4
E02004603,2
E02004604,2
E02004605,3
E02004606,6
E02004607,7
E02004608,7
E02004609,9
E02004610,10
E02004611,10
E02004612,9
E02004613,10
E02004614,10
E02004615,7
E02004616,7
E02004617,7
E02004618,6
E02004619,6
E02004620,8
E02004621,6
E02004622,8
E02004623,8
E02004624,8
E02004625,7
E02004626,6
E02004627,6
E02004628,5
E02004629,5
E02004630,5
E02004631,6
E02004632,5
E02004633,5
E02004634,5
E02004635,7
E02004636,10
E02004637,4
E02004638,8
E02004639,2
E02004640,2
E02004641,9
E02004642,7
E02004643,2
E02004644,3
E02004645,9
E02004646,3
E02004647,4
E02004648,6
E02004649,8
E02004650,5
E02004651,8
E02004652,7
E02004653,7
E02004654,7
E02004655,6
E02004656,6
E02004657,8
E02004658,9
E02004659,7
E02004660,8
E02004661,8
E02004662,7
E02004663,7
E02004664,6
E02004665,9
E02004666,8
E02004667,6
E02004668,8
E02004669,8
E02004671,7
E02004672,9
E02004673,7
E02004674,7
E02004675,8
E02004676,8
E02004677,7
E02004678,8
E02004679,8
E02004680,10
E02004681,5
E02004682,7
E02004683,6
E02004684,6
E02004685,5
E02004686,6
E02004687,5
E02004688,4
E02004689,9
E02004690,10
E02004691,8
E02004692,10
E02004693,7
E02004694,8
E02004695,10
E02004696,8
E02004697,8
E02004698,4
E02004699,10
E02004700,6
E02004702,7
E02004703,8
E02004704,7
E02004705,9
E02004706,7
E02004707,8
E02004708,7
E02004709,9
E02004710,9
E02004712,10
E02004713,10
E02004714,10
E02004715,7
E02004716,8
E02004717,4
E02004718,5
E02004719,9
E02004720,8
E02004721,9
E02004722,7
E02004723,10
E02004724,7
E02004725,6
E02004726,9
E02004727,9
E02004728,8
E02004729,6
E02004730,10
E02004731,10
E02004732,9
E02004733,8
E02004734,7
E02004735,10
E02004736,9
E02004737,3
E02004738,8
E02004739,9
E02004740,10
E02004741,4
E02004742,4
E02004743,6
E02004744,2
E02004745,3
E02004746,8
E02004747,5
E02004748,2
E02004749,9
E02004750,7
E02004751,9
E02004752,10
E02004753,9
E02004754,7
E02004755,9
E02004756,9
E02004757,10
E02004758,9
E02004759,10
E02004760,9
E02004761,8
E02004764,7
E02004765,10
E02004766,5
E02004767,2
E02004768,4
E02004769,1
E02004770,2
E02004771,2
E02004772,8
E02004774,8
E02004775,5
E02004776,7
E02004777,6
E02004778,6
E02004779,7
E02004780,5
E02004781,7
E02004782,5
E02004783,8
E02004784,8
E02004785,7
E02004786,7
E02004787,8
E02004788,7
E02004789,6
E02004790,6
E02004791,4
E02004792,7
E02004793,9
E02004794,7
E02004795,7
E02004796,8
E02004797,7
E02004798,4
E02004799,6
E02004800,9
E02004801,9
E02004802,4
E02004803,3
E02004804,9
E02004805,9
E02004806,9
E02004807,7
E02004808,6
E02004809,4
E02004810,6
E02004811,5
E02004812,8
E02004813,5
E02004814,8
E02004815,3
E02004817,5
E02004818,9
E02004819,8
E02004820,7
E02004821,7
E02004822,6
E02004823,9
E02004824,8
E02004825,8
E02004826,8
E02004827,10
E02004828,9
E02004829,7
E02004830,8
E02004831,9
E02004832,8
E02004833,9
E02004834,4
E02004835,8
E02004836,6
E02004837,9
E02004838,9
E02004839,7
E02004840,9
E02004841,7
E02004842,7
E02004843,8
E02004844,5
E02004845,8
E02004846,10
E02004847,5
E02004848,7
E02004849,8
E02004850,5
E02004851,5
E02004852,5
E02004853,4
E02004854,6
E02004855,3
E02004856,7
E02004857,9
E02004858,8
E02004859,9
E02004860,6
E02004861,8
E02004862,4
E02004863,3
E02004864,9
E02004865,6
E02004866,5
E02004867,8
E02004868,6
E02004869,9
E02004870,4
E02004871,6
E02004872,8
E02004873,8
E02004874,6
E02004875,6
E02004876,9
E02004877,8
E02004878,7
E02004880,8
E02004881,8
E02004882,9
E02004883,7
E02004884,7
E02004885,10
E02004886,7
E02004887,7
E02004888,9
E02004889,7
E02004890,8
E02004891,9
E02004892,6
E02004893,9
E02004894,9
E02004895,8
E02004896,7
E02004897,8
E02004898,5
E02004899,5
E02004900,8
E02004901,4
E02004902,3
E02004903,6
E02004904,5
E02004905,8
E02004906,6
E02004907,9
E02004908,9
E02004909,8
E02004910,9
E02004911,6
E02004912,8
E02004914,6
E02004915,5
E02004916,8
E02004917,5
E02004918,8
E02004919,8
E02004920,9
E02004921,9
E02004922,7
E02004923,9
E02004924,10
E02004925,9
E02004926,9
E02004927,9
E02004928,10
E02004929,8
E02004930,9
E02004931,9
E02004932,7
E02004933,10
E02004934,8
E02004935,7
E02004936,10
E02004937,10
E02004939,7
E02004940,7
E02004941,7
E02004942,7
E02004943,9
E02004944,5
E02004945,7
E02004946,5
E02004948,5
E02004949,4
E02004950,6
E02004951,3
E02004952,6
E02004953,4
E02004954,5
E02004955,6
E02004956,7
E02004957,7
E02004958,8
E02004959,10
E02004960,10
E02004961,10
E02004962,8
E02004963,6
E02004964,6
E02004965,8
E02004966,10
E02004967,4
E02004968,5
E02004969,8
E02004970,5
E02004971,6
E02004972,9
E02004973,5
E02004974,9
E02004975,9
E02004976,4
E02004977,5
E02004978,3
E02004979,8
E02004980,10
E02004981,8
E02004982,8
E02004983,7
E02004984,7
E02004985,7
E02004986,4
E02004987,7
E02004988,6
E02004989,7
E02004990,6
E02004991,3
E02004992,6
E02004994,9
E02004995,9
E02004996,6
E02004997,5
E02004998,8
E02005000,3
E02005001,8
E02005002,4
E02005003,3
E02005004,5
E02005005,6
E02005006,5
E02005007,5
E02005008,6
E02005009,5
E02005010,3
E02005011,7
E02005012,6
E02005013,5
E02005014,9
E02005015,7
E02005016,8
E02005017,7
E02005018,7
E02005019,6
E02005020,5
E02005021,8
E02005022,5
E02005023,2
E02005025,8
E02005026,5
E02005027,6
E02005028,5
E02005029,6
E02005030,6
E02005031,4
E02005032,5
E02005033,5
E02005034,9
E02005035,7
E02005036,4
E02005037,8
E02005038,7
E02005039,4
E02005040,7
E02005041,5
E02005042,6
E02005043,6
E02005044,5
E02005045,5
E02005046,4
E02005047,4
E02005048,5
E02005049,7
E02005050,7
E02005051,2
E02005052,2
E02005053,2
E02005054,6
E02005055,2
E02005056,2
E02005057,4
E02005058,3
E02005059,7
E02005060,5
E02005061,3
E02005062,7
E02005063,6
E02005064,7
E02005065,3
E02005066,8
E02005067,7
E02005068,7
E02005069,8
E02005070,10
E02005071,4
E02005072,9
E02005073,5
E02005074,9
E02005075,6
E02005076,5
E02005077,5
E02005078,5
E02005079,8
E02005080,2
E02005081,6
E02005082,6
E02005083,6
E02005084,5
E02005085,5
E02005086,6
E02005087,6
E02005088,2
E02005089,7
E02005090,8
E02005091,6
E02005093,5
E02005094,7
E02005095,8
E02005096,7
E02005097,10
E02005098,10
E02005099,6
E02005100,5
E02005101,6
E02005102,6
E02005103,6
E02005104,4
E02005105,2
E02005106,4
E02005107,7
E02005109,8
E02005110,5
E02005111,4
E02005112,3
E02005113,4
E02005114,3
E02005115,1
E02005116,1
E02005117,5
E02005118,4
E02005119,3
E02005120,2
E02005121,5
E02005122,5
E02005123,5
E02005124,2
E02005125,4
E02005126,6
E02005127,7
E02005128,6
E02005129,5
E02005130,4
E02005131,5
E02005132,1
E02005133,6
E02005134,2
E02005135,2
E02005136,5
E02005137,2
E02005138,4
E02005139,5
E02005140,7
E02005141,6
E02005142,4
E02005143,4
E02005144,2
E02005145,4
E02005146,3
E02005147,1
E02005148,6
E02005149,7
E02005150,4
E02005151,8
E02005153,6
E02005154,8
E02005155,8
E02005156,7
E02005157,5
E02005158,9
E02005159,8
E02005160,5
E02005161,8
E02005162,6
E02005163,8
E02005164,8
E02005165,7
E02005166,3
E02005167,9
E02005168,9
E02005169,7
E02005170,9
E02005171,4
E02005172,6
E02005173,9
E02005174,5
E02005175,6
E02005176,4
E02005177,2
E02005178,1
E02005179,2
E02005180,7
E02005181,2
E02005182,1
E02005183,4
E02005184,7
E02005185,1
E02005186,6
E02005189,3
E02005190,8
E02005191,9
E02005192,9
E02005193,9
E02005194,5
E02005195,8
E02005196,8
E02005197,2
E02005198,4
E02005199,8
E02005200,5
E02005201,5
E02005202,7
E02005203,6
E02005204,7
E02005205,8
E02005206,5
E02005207,8
E02005208,4
E02005209,6
E02005210,8
E02005211,8
E02005212,4
E02005213,4
E02005214,4
E02005215,3
E02005216,2
E02005217,1
E02005218,3
E02005219,3
E02005220,5
E02005221,7
E02005222,7
E02005223,8
E02005224,7
E02005225,8
E02005226,1
E02005228,4
E02005229,1
E02005230,2
E02005231,3
E02005233,7
E02005234,5
E02005235,6
E02005236,4
E02005237,7
E02005238,7
E02005239,8
E02005240,4
E02005241,5
E02005242,5
E02005245,6
E02005246,2
E02005247,6
E02005248,1
E02005249,1
E02005250,1
E02005251,3
E02005252,2
E02005253,8
E02005254,9
E02005255,9
E02005256,9
E02005257,2
E02005258,7
E02005259,3
E02005260,7
E02005261,1
E02005262,6
E02005263,2
E02005264,3
E02005265,3
E02005266,1
E02005267,2
E02005268,2
E02005269,2
E02005270,6
E02005271,8
E02005272,7
E02005273,8
E02005274,8
E02005275,7
E02005276,9
E02005277,9
E02005278,6
E02005279,3
E02005280,3
E02005281,6
E02005284,7
E02005285,6
E02005286,4
E02005287,10
E02005288,7
E02005289,10
E02005290,8
E02005291,7
E02005292,4
E02005293,5
E02005294,4
E02005295,7
E02005296,10
E02005297,9
E02005298,7
E02005299,6
E02005300,7
E02005301,4
E02005302,9
E02005303,3
E02005304,8
E02005305,6
E02005306,6
E02005307,7
E02005308,9
E02005309,6
E02005310,6
E02005311,8
E02005312,7
E02005313,3
E02005314,3
E02005315,9
E02005316,3
E02005317,2
E02005318,7
E02005319,1
E02005320,4
E02005321,4
E02005322,5
E02005323,4
E02005324,7
E02005325,7
E02005326,3
E02005327,6
E02005328,7
E02005329,5
E02005330,8
E02005331,8
E02005332,9
E02005334,9
E02005335,8
E02005336,9
E02005337,7
E02005338,7
E02005339,9
E02005340,7
E02005341,8
E02005342,7
E02005343,8
E02005344,6
E02005345,7
E02005346,3
E02005347,6
E02005348,9
E02005349,8
E02005350,7
E02005351,7
E02005352,9
E02005353,5
E02005354,10
E02005355,7
E02005356,8
E02005357,6
E02005358,8
E02005359,9
E02005360,8
E02005361,7
E02005362,7
E02005363,8
E02005364,8
E02005365,6
E02005366,7
E02005368,7
E02005369,8
E02005370,9
E02005371,8
E02005372,8
E02005373,9
E02005374,6
E02005375,9
E02005376,9
E02005377,6
E02005378,9
E02005379,7
E02005380,7
E02005381,7
E02005382,6
E02005383,5
E02005384,8
E02005385,9
E02005386,3
E02005387,7
E02005388,6
E02005389,6
E02005390,10
E02005391,7
E02005392,7
E02005393,7
E02005394,5
E02005395,6
E02005396,6
E02005397,7
E02005398,8
E02005399,9
E02005400,6
E02005401,7
E02005402,8
E02005403,7
E02005404,6
E02005405,4
E02005406,4
E02005407,8
E02005408,7
E02005409,6
E02005412,7
E02005414,3
E02005415,4
E02005416,9
E02005417,4
E02005418,2
E02005419,2
E02005420,3
E02005422,4
E02005423,4
E02005424,6
E02005425,4
E02005426,4
E02005427,5
E02005428,2
E02005429,2
E02005430,5
E02005431,3
E02005432,5
E02005433,1
E02005434,4
E02005435,3
E02005436,4
E02005437,1
E02005438,2
E02005439,5
E02005440,2
E02005441,4
E02005442,1
E02005443,4
E02005444,6
E02005445,2
E02005446,5
E02005447,2
E02005448,3
E02005449,5
E02005450,7
E02005451,1
E02005452,6
E02005453,9
E02005455,7
E02005456,7
E02005457,6
E02005458,7
E02005459,4
E02005460,8
E02005461,6
E02005462,4
E02005463,8
E02005464,6
E02005465,5
E02005466,4
E02005467,5
E02005468,5
E02005469,6
E02005470,5
E02005471,5
E02005472,4
E02005473,6
E02005474,4
E02005475,5
E02005476,7
E02005477,7
E02005478,5
E02005479,4
E02005480,3
E02005481,5
E02005482,7
E02005483,5
E02005484,5
E02005485,9
E02005486,7
E02005487,8
E02005488,7
E02005489,8
E02005490,6
E02005491,7
E02005492,6
E02005493,6
E02005494,5
E02005495,2
E02005496,4
E02005497,2
E02005498,5
E02005499,7
E02005500,7
E02005501,9
E02005502,6
E02005503,5
E02005504,5
E02005505,6
E02005506,6
E02005507,4
E02005508,6
E02005509,4
E02005510,5
E02005511,5
E02005512,5
E02005513,6
E02005514,4
E02005515,6
E02005516,5
E02005517,3
E02005518,5
E02005519,3
E02005520,6
E02005521,5
E02005522,7
E02005523,6
E02005524,7
E02005525,9
E02005526,8
E02005527,7
E02005528,9
E02005529,7
E02005530,8
E02005531,7
E02005532,9
E02005533,6
E02005534,8
E02005535,7
E02005536,7
E02005537,6
E02005538,4
E02005539,5
E02005540,5
E02005541,2
E02005542,2
E02005543,1
E02005544,2
E02005545,7
E02005546,2
E02005547,5
E02005548,3
E02005549,4
E02005550,5
E02005551,4
E02005552,4
E02005553,5
E02005554,5
E02005555,9
E02005556,7
E02005557,2
E02005558,4
E02005559,4
E02005560,5
E02005561,2
E02005562,4
E02005563,3
E02005564,5
E02005565,4
E02005566,3
E02005567,5
E02005568,4
E02005569,4
E02005570,6
E02005571,4
E02005572,4
E02005573,5
E02005574,5
E02005575,5
E02005576,4
E02005577,4
E02005578,4
E02005580,5
E02005581,5
E02005582,4
E02005583,5
E02005584,4
E02005585,2
E02005586,4
E02005587,3
E02005588,3
E02005589,3
E02005592,8
E02005593,4
E02005594,6
E02005595,9
E02005596,3
E02005598,8
E02005599,8
E02005600,7
E02005601,7
E02005602,8
E02005603,7
E02005604,7
E02005605,7
E02005606,5
E02005607,7
E02005608,5
E02005609,5
E02005610,5
E02005611,5
E02005612,5
E02005613,4
E02005614,4
E02005615,4
E02005616,3
E02005617,2
E02005619,7
E02005620,8
E02005621,7
E02005622,8
E02005623,8
E02005624,7
E02005625,6
E02005626,4
E02005627,7
E02005628,7
E02005629,6
E02005630,8
E02005631,7
E02005632,6
E02005633,7
E02005634,6
E02005635,7
E02005636,7
E02005637,3
E02005638,9
E02005639,6
E02005640,6
E02005641,5
E02005642,8
E02005643,2
E02005644,3
E02005645,3
E02005646,9
E02005647,4
E02005648,9
E02005650,7
E02005651,8
E02005652,7
E02005653,3
E02005654,4
E02005655,6
E02005656,3
E02005657,6
E02005658,3
E02005659,6
E02005660,1
E02005661,4
E02005662,6
E02005663,9
E02005664,3
E02005665,7
E02005666,2
E02005667,5
E02005668,8
E02005669,10
E02005670,1
E02005671,5
E02005672,3
E02005673,5
E02005674,3
E02005675,4
E02005676,5
E02005677,6
E02005679,9
E02005680,9
E02005681,8
E02005682,8
E02005683,8
E02005684,8
E02005685,8
E02005686,7
E02005687,7
E02005688,8
E02005689,10
E02005690,8
E02005691,8
E02005692,6
E02005693,5
E02005694,9
E02005695,5
E02005696,2
E02005697,3
E02005698,6
E02005699,4
E02005700,7
E02005701,7
E02005702,7
E02005703,5
E02005704,6
E02005705,6
E02005706,4
E02005707,6
E02005708,5
E02005709,1
E02005710,3
E02005711,2
E02005712,4
E02005713,9
E02005715,3
E02005717,6
E02005718,8
E02005719,4
E02005720,4
E02005721,6
E02005722,7
E02005723,4
E02005724,9
E02005725,8
E02005726,8
E02005727,4
E02005728,4
E02005729,7
E02005730,7
E02005731,7
E02005733,5
E02005734,2
E02005735,2
E02005736,3
E02005739,4
E02005740,3
E02005741,6
E02005742,7
E02005744,7
E02005746,7
E02005747,5
E02005748,7
E02005749,7
E02005750,7
E02005751,8
E02005752,6
E02005754,8
E02005755,7
E02005756,7
E02005757,7
E02005758,7
E02005759,8
E02005760,8
E02005761,6
E02005762,8
E02005763,6
E02005764,5
E02005765,7
E02005766,6
E02005767,9
E02005768,9
E02005769,6
E02005770,8
E02005771,7
E02005772,9
E02005773,6
E02005774,7
E02005775,6
E02005776,7
E02005777,9
E02005778,7
E02005779,9
E02005780,10
E02005781,8
E02005782,6
E02005783,7
E02005784,7
E02005785,6
E02005786,5
E02005787,7
E02005788,6
E02005789,7
E02005790,6
E02005791,4
E02005794,6
E02005795,3
E02005796,4
E02005797,4
E02005798,5
E02005799,7
E02005800,1
E02005801,3
E02005802,3
E02005803,4
E02005804,2
E02005805,6
E02005806,4
E02005807,6
E02005808,4
E02005809,8
E02005810,7
E02005811,8
E02005812,8
E02005813,3
E02005814,7
E02005815,8
E02005816,7
E02005817,7
E02005818,6
E02005819,4
E02005820,6
E02005821,4
E02005822,3
E02005823,2
E02005824,6
E02005825,5
E02005826,1
E02005827,6
E02005828,5
E02005829,5
E02005830,5
E02005831,7
E02005832,3
E02005833,7
E02005834,3
E02005835,5
E02005836,6
E02005837,6
E02005838,5
E02005839,4
E02005840,7
E02005842,5
E02005843,6
E02005844,5
E02005846,1
E02005847,3
E02005848,5
E02005849,4
E02005850,6
E02005851,3
E02005852,8
E02005853,7
E02005856,10
E02005857,5
E02005858,8
E02005859,5
E02005860,7
E02005861,7
E02005862,6
E02005863,9
E02005864,10
E02005865,9
E02005866,7
E02005868,7
E02005869,4
E02005870,3
E02005871,8
E02005872,10
E02005873,9
E02005874,9
E02005875,7
E02005876,6
E02005877,6
E02005878,5
E02005879,4
E02005880,2
E02005881,3
E02005882,7
E02005883,2
E02005884,5
E02005885,4
E02005886,6
E02005887,2
E02005888,2
E02005889,5
E02005890,8
E02005891,1
E02005892,9
E02005893,4
E02005894,5
E02005895,6
E02005896,7
E02005897,8
E02005898,4
E02005899,2
E02005900,9
E02005901,6
E02005902,4
E02005903,6
E02005904,8
E02005905,8
E02005906,8
E02005907,9
E02005908,9
E02005909,10
E02005910,7
E02005911,10
E02005912,9
E02005913,9
E02005914,7
E02005915,7
E02005916,9
E02005917,9
E02005918,8
E02005919,8
E02005920,9
E02005921,6
E02005922,7
E02005923,4
E02005924,4
E02005925,3
E02005926,8
E02005927,9
E02005928,9
E02005929,7
E02005930,8
E02005931,7
E02005932,9
E02005933,7
E02005934,8
E02005935,7
E02005936,7
E02005937,9
E02005938,9
E02005939,9
E02005940,9
E02005941,9
E02005942,10
E02005943,9
E02005944,4
E02005945,10
E02005946,8
E02005947,7
E02005948,9
E02005949,5
E02005950,6
E02005951,7
E02005953,8
E02005954,6
E02005955,6
E02005956,3
E02005957,3
E02005958,9
E02005959,8
E02005960,9
E02005961,8
E02005962,8
E02005963,7
E02005964,8
E02005965,7
E02005966,10
E02005967,7
E02005968,8
E02005969,9
E02005970,7
E02005971,8
E02005972,9
E02005973,9
E02005974,9
E02005975,9
E02005976,8
E02005977,9
E02005978,9
E02005979,9
E02005980,9
E02005981,10
E02005982,9
E02005983,6
E02005984,9
E02005985,6
E02005986,7
E02005987,8
E02005988,7
E02005991,8
E02005992,8
E02005993,9
E02005994,7
E02005995,7
E02005996,9
E02005997,8
E02005998,9
E02005999,8
E02006000,9
E02006001,7
E02006002,7
E02006003,7
E02006004,7
E02006005,9
E02006006,8
E02006007,7
E02006008,7
E02006009,8
E02006010,5
E02006011,8
E02006012,6
E02006013,5
E02006014,4
E02006015,5
E02006016,5
E02006017,6
E02006018,5
E02006019,5
E02006020,5
E02006021,6
E02006022,6
E02006023,5
E02006024,5
E02006025,6
E02006026,6
E02006027,5
E02006028,6
E02006029,4
E02006030,6
E02006031,6
E02006032,4
E02006033,5
E02006034,8
E02006035,8
E02006036,7
E02006037,8
E02006038,7
E02006039,6
E02006040,6
E02006041,4
E02006042,7
E02006043,4
E02006044,4
E02006045,5
E02006046,5
E02006047,6
E02006048,6
E02006049,9
E02006050,4
E02006051,7
E02006052,6
E02006053,6
E02006054,5
E02006055,5
E02006056,5
E02006057,4
E02006058,7
E02006059,6
E02006060,6
E02006061,7
E02006062,6
E02006063,7
E02006064,3
E02006065,3
E02006066,5
E02006067,5
E02006068,2
E02006069,2
E02006070,6
E02006071,8
E02006072,5
E02006073,2
E02006074,6
E02006075,5
E02006076,6
E02006077,6
E02006078,6
E02006079,5
E02006080,6
E02006081,5
E02006082,5
E02006083,5
E02006084,5
E02006085,6
E02006086,9
E02006087,5
E02006088,3
E02006089,3
E02006090,6
E02006091,6
E02006092,8
E02006093,6
E02006094,5
E02006095,6
E02006096,6
E02006097,3
E02006098,5
E02006099,6
E02006100,7
E02006101,6
E02006102,3
E02006103,6
E02006104,7
E02006105,6
E02006106,7
E02006107,2
E02006108,4
E02006109,10
E02006110,5
E02006111,7
E02006112,6
E02006113,4
E02006114,3
E02006115,3
E02006116,4
E02006117,4
E02006118,8
E02006119,3
E02006120,5
E02006121,5
E02006122,6
E02006123,6
E02006124,3
E02006125,4
E02006126,7
E02006127,9
E02006128,5
E02006129,3
E02006130,5
E02006131,7
E02006132,6
E02006133,7
E02006134,8
E02006135,9
E02006136,7
E02006137,5
E02006138,4
E02006139,3
E02006140,5
E02006141,3
E02006142,10
E02006143,7
E02006144,3
E02006145,8
E02006146,7
E02006147,8
E02006148,8
E02006149,5
E02006150,8
E02006151,7
E02006152,9
E02006153,8
E02006154,8
E02006155,4
E02006156,8
E02006157,5
E02006158,8
E02006159,4
E02006160,5
E02006161,7
E02006162,6
E02006163,5
E02006164,2
E02006165,5
E02006166,8
E02006167,4
E02006168,3
E02006169,6
E02006170,7
E02006171,6
E02006172,9
E02006173,7
E02006174,7
E02006175,5
E02006176,6
E02006177,8
E02006178,6
E02006179,7
E02006180,5
E02006181,5
E02006182,9
E02006185,6
E02006186,8
E02006187,8
E02006188,8
E02006189,7
E02006190,6
E02006191,8
E02006192,7
E02006193,9
E02006194,6
E02006195,8
E02006196,5
E02006197,3
E02006198,9
E02006199,8
E02006200,3
E02006201,10
E02006202,7
E02006203,5
E02006204,4
E02006205,8
E02006206,4
E02006207,8
E02006208,4
E02006209,9
E02006210,5
E02006211,8
E02006212,8
E02006213,6
E02006214,5
E02006215,7
E02006216,9
E02006217,8
E02006218,3
E02006219,6
E02006220,6
E02006221,7
